Host	Virus	HostTaxID	VirusTaxID	HostNCBIResolved	VirusNCBIResolved	ICTVRatified	HostGenus	HostFamily	HostOrder	HostClass	HostOriginal	VirusGenus	VirusFamily	VirusOrder	VirusClass	VirusOriginal	HostFlagID	DetectionMethod	DetectionOriginal	Database	DatabaseVersion	PublicationYear	ReferenceText	PMID	ReleaseYear	ReleaseMonth	ReleaseDay	CollectionYear	CollectionMonth	CollectionDay	AssocID	DatabaseDOI	NCBIAccession
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2005	5	14						DQ010921.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	1				GU053614.1, GU053615.1, GU053616.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	10				GU053659.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	11				GU053661.1, GU053662.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	12				GU053625.1, GU053663.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	2				GU053607.1, GU053640.1, GU053641.1, GU053642.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	3				GU053608.1, GU053617.1, GU053643.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	4				GU053618.1, GU053622.1, GU053644.1, GU053645.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	5				GU053646.1, GU053647.1, GU053648.1, GU053649.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	6				GU053609.1, GU053619.1, GU053620.1, GU053650.1, GU053651.1, GU053652.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	7				GU053653.1, GU053654.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	8				GU053610.1, GU053621.1, GU053623.1, GU053624.1, GU053655.1, GU053656.1, GU053657.1, GU053660.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2007	9				GU053611.1, GU053613.1, GU053658.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2008	1				GU053612.1, GU053626.1, GU053664.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2008	11				GU053637.1, GU053638.1, GU053639.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2008	2				GU053627.1, GU053628.1, GU053629.1, GU053630.1, GU053631.1, GU053632.1, GU053633.1, GU053634.1, GU053635.1, GU053665.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2008	7				GU053636.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2008	9				GU053666.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	11	25	2009	3				GU053667.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2007	5	11			FJ917524.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2008	1	17			FJ917523.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2008	1	31			FJ917519.1, FJ917520.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2008	2	12			FJ917521.1, FJ917522.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2008	2	18			FJ917527.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2008	3	31			FJ917532.1, FJ917533.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2008	4	11			FJ917525.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2008	4	2			FJ917530.1, FJ917531.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2008	4	4			FJ917534.1, FJ917535.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2008	5	5			FJ917526.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	23	2008	9	30			FJ917528.1, FJ917529.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	24	2007					FJ897745.1, FJ897746.1, FJ897747.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	24	2008					FJ897748.1, FJ897749.1, FJ897750.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	5	24	2009					FJ897751.1, FJ897752.1, FJ897753.1, FJ897754.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	2	2007	1	31			FJ943768.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	2	2007	2	12			FJ943766.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	2	2007	5	11			FJ943761.1, FJ943762.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	2	2008	1	17			FJ943764.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	2	2008	1	31			FJ943767.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	2	2008	2	12			FJ943765.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	2	2008	2	18			FJ943773.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	2	2008	4	11			FJ943769.1, FJ943770.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	2	2008	5	5			FJ943771.1, FJ943772.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	2	2008	9	8			FJ943763.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	6	22	2007	9				GQ152141.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	11	1993	3	30			FJ938060.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	11	1998	3	10			FJ938061.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	11	2002	1	28			FJ938051.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	11	2007	2	2			FJ938054.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	11	2007	3	7			FJ938056.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	11	2007	4	25			FJ938053.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	11	2007	5	24			FJ938055.1, FJ938062.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	11	2007	6	5			FJ938052.1, FJ938059.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	11	2007	6	7			FJ938058.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	11	2007	7	13			FJ938057.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	4	2008					GQ233036.1, GQ233037.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2009	7	4	2009					GQ233038.1, GQ233039.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	10	15	2008	1	22			HQ392469.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	12	25	2007	7	12			HQ206644.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	12	25	2008	10	8			HQ206652.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	12	25	2008	12	26			HQ206646.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	12	25	2008	3	6			HQ206645.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	12	25	2009	4	17			HQ206647.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	12	25	2009	5	13			HQ206648.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	12	25	2009	5	28			HQ206649.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	12	25	2009	6	2			HQ206650.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	12	25	2009	7	3			HQ206651.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	2	10	2009	11				GU356397.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	2	7	2000					GU017118.1, GU017119.1, GU017122.1, GU017123.1, GU017124.1, GU017125.1, GU017126.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	2	7	2004					GU017091.1, GU017092.1, GU017093.1, GU017094.1, GU017095.1, GU017097.1, GU017098.1, GU017099.1, GU017100.1, GU017120.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	2	7	2005					GU017096.1, GU017101.1, GU017102.1, GU017105.1, GU017106.1, GU017107.1, GU017108.1, GU017109.1, GU017110.1, GU017111.1, GU017112.1, GU017113.1, GU017115.1, GU017116.1, GU017117.1, GU017121.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	2	7	2006					GU017103.1, GU017104.1, GU017114.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	5	27	1994					AB535528.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	8	14	2007	9	11			HQ012372.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2010	9	4	2008	11	4			HM628778.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2011	10	10	2009	12				JN654410.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2011	10	10	2009	4				JN654401.1, JN654402.1, JN654403.1, JN654411.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2011	10	10	2009	5				JN654412.1, JN654413.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2011	10	10	2009	6				JN654404.1, JN654405.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2011	10	10	2009	7				JN654406.1, JN654414.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2011	10	10	2009	8				JN654407.1, JN654415.1
felis catus	alphacoronavirus 1	9685	693997	TRUE	TRUE	TRUE	felis	felidae	carnivora	mammalia	Felis catus	alphacoronavirus	coronaviridae	nidovirales	pisoniviricetes	Alphacoronavirus 1	FALSE	PCR/Sequencing	GenBank	GenBank	Aug2021FlatFile				2011	10	10	2009	9				JN654408.1, JN654409.1, JN654416.1
