Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,ICTVRatified,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,AssocID,DatabaseDOI,NCBIAccession
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p1-c362/it/usa/2009,29078,931904,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C362/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585093.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p1-c368/it/usa/2009,29078,931903,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C368/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585092.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p1-c412/it/usa/2009,29078,931902,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C412/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585091.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p1-c414//it/usa/2009,29078,931901,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C414//IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585090.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p1-c454/it/usa/2009,29078,931899,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C454/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585088.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p1-c676/it/usa/2009,29078,931898,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C676/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585087.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p1-c837/it/usa/2009,29078,931893,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-C837/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585082.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p1-replicase/it/usa/2009,29078,931897,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P1-replicase/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585086.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p2-21252/it/usa/2009,29078,931913,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P2-21252/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585102.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p2-c344/it/usa/2009,29078,931906,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P2-C344/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585095.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p3-c450/it/usa/2009,29078,931895,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C450/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585084.1
eptesicus fuscus,alphacoronavirus eptesicus fuscus/appalachian ridge/p3-c766/it/usa/2009,29078,931894,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus Eptesicus fuscus/Appalachian Ridge/P3-C766/IT/USA/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2010.0,12.0,14.0,2009.0,8.0,13.0,,,HQ585083.1
eptesicus fuscus,rm-bat-cov 453/2007/ef,29078,1034321,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rm-Bat-CoV 453/2007/EF,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,5.0,24.0,2007.0,,,,,HQ336973.1
eptesicus fuscus,rocky mountain bat coronavirus 61/2007/ef,29078,1004948,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus fuscus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rocky Mountain bat coronavirus 61/2007/EF,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,5.0,18.0,2007.0,,,,,"JF414933.1, JF414934.1"
eptesicus isabellinus,alphacoronavirus sp.,502802,1906673,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus isabellinus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Alphacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2018.0,3.0,19.0,2012.0,7.0,27.0,,,KY423485.1
eptesicus isabellinus,betacoronavirus e.isa/m/spain/2007,502802,1076428,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus isabellinus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus E.isa/M/Spain/2007,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,8.0,21.0,2007.0,,,,,HQ184062.1
eptesicus japonensis,bat coronavirus,2080586,1508220,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus japonensis,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,9.0,21.0,,,,,,"LC469041.1, LC469042.1, LC469307.1"
eptesicus nilssonii,bat betacoronavirus,59451,1805463,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus nilssonii,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2018.0,10.0,16.0,2014.0,7.0,25.0,,,MG923570.1
eptesicus regulus,vespadelus regulus alphacoronavirus,138978,2687254,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus regulus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Vespadelus regulus alphacoronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,12.0,23.0,2017.0,,,,,"MN602057.1, MN602062.1, MN602063.1, MN602064.1, MN602065.1"
eptesicus serotinus,bat coronavirus,59452,1508220,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus serotinus,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,2.0,18.0,2015.0,,,,,"KY009613.1, KY009618.1, KY009619.1, KY009621.1, KY009624.1, KY009626.1, KY009627.1, KY009628.1, KY009631.1, KY009632.1, KY009634.1"
eptesicus serotinus,betacoronavirus eptesicus/13rs384_26/italy/2012,59452,1458241,True,True,False,eptesicus,vespertilionidae,chiroptera,mammalia,Eptesicus serotinus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus Eptesicus/13RS384_26/Italy/2012,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2014.0,2.0,23.0,2012.0,7.0,21.0,,,KF312399.1
equus asinus,betacoronavirus 1,9793,694003,True,True,True,equus,equidae,perissodactyla,mammalia,Equus asinus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus 1,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,5.0,9.0,2011.0,11.0,,,,"LC149485.1, LC149487.1, LC149489.1"
equus asinus,middle east respiratory syndrome-related coronavirus,9793,1335626,True,True,True,equus,equidae,perissodactyla,mammalia,Equus asinus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Middle East respiratory syndrome-related coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,5.0,1.0,2015.0,11.0,11.0,,,MF318497.1
equus caballus,betacoronavirus 1,9796,694003,True,True,True,equus,equidae,perissodactyla,mammalia,equus caballus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,betacoronavirus 1,False,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2011.0,,,,,,175237.0,https://doi.org/10.1038/sdata.2015.49,316998095
erinaceus amurensis,erinaceus amurensis coronavirus,757341,2778965,True,True,False,erinaceus,erinaceidae,eulipotyphla,mammalia,Erinaceus amurensis,,coronaviridae,nidovirales,pisoniviricetes,Erinaceus amurensis coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,10.0,28.0,2017.0,4.0,24.0,,,MN879331.1
erinaceus amurensis,erinaceus hedgehog coronavirus cw_6c,757341,2772455,True,True,False,erinaceus,erinaceidae,eulipotyphla,mammalia,Erinaceus amurensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Erinaceus hedgehog coronavirus cw_6c,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,9.0,26.0,2017.0,4.0,24.0,,,MN814328.1
erinaceus amurensis,erinaceus hedgehog coronavirus hku31,757341,2664184,True,True,False,erinaceus,erinaceidae,eulipotyphla,mammalia,Erinaceus amurensis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Erinaceus hedgehog coronavirus HKU31,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,11.0,11.0,2014.0,8.0,,,,"MK907286.1, MK907287.1"
erinaceus amurensis,hedgehog coronavirus,757341,2823279,True,True,False,erinaceus,erinaceidae,eulipotyphla,mammalia,Erinaceus amurensis,,coronaviridae,nidovirales,pisoniviricetes,Hedgehog coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,5.0,31.0,2018.0,,,,,"MT002834.1, MT002835.1"
erinaceus europaeus,betacoronavirus erinaceus,9365,2720538,True,True,False,erinaceus,erinaceidae,eulipotyphla,mammalia,Erinaceus europaeus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus Erinaceus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,3.0,30.0,2018.0,,,,,"MT024739.1, MT024740.1, MT024741.1, MT024742.1, MT024743.1, MT024744.1, MT024745.1, MT024746.1, MT024747.1"
erinaceus europaeus,betacoronavirus sp.,9365,1928434,True,True,False,erinaceus,erinaceidae,eulipotyphla,mammalia,Erinaceus europaeus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,28.0,,,,,,"LC334357.1, LC334358.1, LC334359.1, LC334360.1, LC334361.1, LC334362.1, LC334363.1, LC334364.1, LC334365.1, LC334366.1, LC334367.1, LC334368.1, LC334369.1, LC334370.1, LC334371.1, LC334372.1, LC334373.1, LC334374.1, LC334375.1, LC334376.1, LC334377.1, LC334378.1, LC334379.1, LC334380.1"
erinaceus europaeus,hedgehog coronavirus 1,9365,1965093,True,True,True,erinaceus,erinaceidae,eulipotyphla,mammalia,Erinaceus europaeus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Hedgehog coronavirus 1,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2013.0,10.0,21.0,2012.0,,,,,"KC545383.1, KC545384.1, KC545385.1, KC545386.1"
eumops glaucinus,bat coronavirus eum.gla/242/bra/2013,27619,1897073,True,True,False,eumops,molossidae,chiroptera,mammalia,Eumops glaucinus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Eum.gla/242/BRA/2013,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,9.0,5.0,2013.0,,,,,KT717386.1
falsistrellus mackenziei,falsistrellus mackenziei alphacoronavirus,2491053,2687256,True,True,False,falsistrellus,vespertilionidae,chiroptera,mammalia,Falsistrellus mackenziei,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Falsistrellus mackenziei alphacoronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,12.0,23.0,2017.0,,,,,MN602066.1
felis catus,alphacoronavirus 1,9685,693997,True,True,True,felis,felidae,carnivora,mammalia,felis catus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,alphacoronavirus 1,False,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2005.0,,,,,,177456.0,https://doi.org/10.1038/sdata.2015.49,63098796
felis catus,bat coronavirus,9685,1508220,True,True,False,felis,felidae,carnivora,mammalia,Felis catus,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,5.0,3.0,2020.0,7.0,30.0,,,"MW880985.1, MW881001.1, MW881010.1"
felis catus,feline alphacoronavirus 1,9685,2421386,True,True,False,felis,felidae,carnivora,mammalia,Felis catus,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Feline alphacoronavirus 1,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2018.0,10.0,9.0,2015.0,,,,,MH817484.1
felis catus,severe acute respiratory syndrome-related coronavirus,9685,694009,True,True,True,felis,felidae,carnivora,mammalia,Felis catus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,12.0,11.0,2020.0,6.0,28.0,,,MW263334.1
gallinago gallinago,avian coronavirus,107377,694014,True,True,True,gallinago,scolopacidae,charadriiformes,aves,Gallinago gallinago,gammacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Avian coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,10.0,6.0,2013.0,8.0,25.0,,,MK617499.1
gallinula chloropus,common moorhen coronavirus hku21,9123,1159902,True,True,True,gallinula,rallidae,gruiformes,aves,Gallinula chloropus,deltacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Common moorhen coronavirus HKU21,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,3.0,19.0,2007.0,,,,,JQ065049.1
gallus gallus,avian coronavirus,9031,694014,True,True,True,gallus,phasianidae,galliformes,aves,gallus gallus,gammacoronavirus,coronaviridae,nidovirales,pisoniviricetes,avian coronavirus,False,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,1995.0,,,,,,155918.0,https://doi.org/10.1038/sdata.2015.49,806409
gallus gallus,chicken enteric coronavirus,9031,229103,True,True,False,gallus,phasianidae,galliformes,aves,Gallus gallus,,coronaviridae,nidovirales,pisoniviricetes,Chicken enteric coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2006.0,2.0,27.0,,,,,,"DQ401279.1, DQ401280.1, DQ401281.1, DQ401282.1, DQ401283.1, DQ401284.1, DQ401285.1"
gallus gallus,coronavirus hku15,9031,1965089,True,True,True,gallus,phasianidae,galliformes,aves,Gallus gallus,deltacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus HKU15,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2019.0,1.0,18.0,2018.0,6.0,13.0,,,MK248485.1
gallus gallus,pigeon-dominant coronavirus,9031,1649336,True,True,False,gallus,phasianidae,galliformes,aves,Gallus gallus,,coronaviridae,nidovirales,pisoniviricetes,Pigeon-dominant Coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,1.0,19.0,2014.0,,,,,"KP033135.1, KP033136.1"
gerbilliscus leucogaster,betacoronavirus sp.,410302,1928434,True,True,False,gerbilliscus,muridae,rodentia,mammalia,Gerbilliscus leucogaster,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Betacoronavirus sp.,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2021.0,7.0,1.0,2017.0,8.0,29.0,,,MK569463.1
giraffa camelopardalis,betacoronavirus 1,9894,694003,True,True,True,giraffa,giraffidae,artiodactyla,mammalia,giraffa camelopardalis,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,betacoronavirus 1,False,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2007.0,,,,,,179185.0,https://doi.org/10.1038/sdata.2015.49,145208968
glossophaga soricina,bat coronavirus,27638,1508220,True,True,False,glossophaga,phyllostomidae,chiroptera,mammalia,Glossophaga soricina,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,12.0,26.0,2011.0,1.0,,,,KX094983.1
glossophaga soricina,bat coronavirus glo.sor/100/bra/2014,27638,1897074,True,True,False,glossophaga,phyllostomidae,chiroptera,mammalia,Glossophaga soricina,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Glo.sor/100/BRA/2014,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,9.0,5.0,2014.0,,,,,KT717387.1
glossophaga soricina,bat coronavirus/4620/2014/glossophaga soricina/brazil,27638,1868638,True,True,False,glossophaga,phyllostomidae,chiroptera,mammalia,Glossophaga soricina,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus/4620/2014/Glossophaga soricina/Brazil,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2016.0,7.0,5.0,2013.0,,,,,KU552074.1
glossophaga soricina,coronavirus predict cov-13,27638,2042540,True,True,False,glossophaga,phyllostomidae,chiroptera,mammalia,Glossophaga soricina,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus PREDICT CoV-13,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2009.0,9.0,28.0,,,"KX285058.1, KX285791.1"
haematopus ostralegus,coronavirus oystercatcher/p17/2006/gbr,31908,643399,True,True,False,haematopus,haematopodidae,charadriiformes,aves,Haematopus ostralegus,,coronaviridae,nidovirales,pisoniviricetes,Coronavirus oystercatcher/p17/2006/GBR,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2009.0,5.0,9.0,,,,,,FJ490198.1
haematopus ostralegus,eurasian oystercatcher coronavirus,31908,1446361,True,True,False,haematopus,haematopodidae,charadriiformes,aves,Haematopus ostralegus,,coronaviridae,nidovirales,pisoniviricetes,Eurasian oystercatcher coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2014.0,1.0,27.0,2012.0,,,,,KF746320.1
hemitragus jemlahicus,betacoronavirus 1,37179,694003,True,True,True,hemitragus,bovidae,artiodactyla,mammalia,hemitragus jemlahicus,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,betacoronavirus 1,False,PCR/Sequencing,NCBI Nucleotide,EID2,Wardeh et al. 2015 Sci Data,,NCBI Nucleotide,,2010.0,,,,,,179556.0,https://doi.org/10.1038/sdata.2015.49,310769573
hipposideros abae,human coronavirus 229e,249020,11137,True,True,True,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros abae,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Human coronavirus 229E,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,10.0,26.0,2009.0,,,,,KT253294.1
hipposideros armiger,bat alphacoronavirus,186990,2419667,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat alphacoronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,6.0,1.0,,,,,,"MN312473.1, MN312475.1"
hipposideros armiger,bat betacoronavirus,186990,1805463,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat betacoronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,6.0,1.0,,,,,,"MN312817.1, MN312861.1"
hipposideros armiger,bat coronavirus,186990,1508220,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2015.0,5.0,28.0,2012.0,1.0,,,,"KJ020601.1, KJ020602.1"
hipposideros armiger,bat coronavirus hipposideros/ratcha-67/tha/2007,186990,1018469,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Hipposideros/Ratcha-67/THA/2007,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2011.0,7.0,4.0,,,,,,HQ898913.1
hipposideros armiger,rhinolophus bat coronavirus hku2,186990,693998,True,True,True,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Rhinolophus bat coronavirus HKU2,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2020.0,6.0,1.0,,,,,,"MN312240.1, MN312251.1"
hipposideros armiger,severe acute respiratory syndrome-related coronavirus,186990,694009,True,True,True,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Severe acute respiratory syndrome-related coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2013.0,3.0,12.0,,,"KX285135.1, KX285136.1"
hipposideros armiger,vespertilionid betacoronavirus,186990,2042701,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros armiger,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Vespertilionid betacoronavirus,False,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,,,,2021.0,3.0,9.0,2013.0,7.0,1.0,,,KX285185
hipposideros bicolor,coronavirus predict cov-36,157961,2042561,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros bicolor,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus PREDICT CoV-36,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2010.0,12.0,6.0,,,KX285052.1
hipposideros caffer,bat coronavirus,302402,1508220,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2018.0,10.0,17.0,2015.0,3.0,,,,"MH170089.1, MH170090.1, MH170125.1, MH170126.1"
hipposideros caffer,bat coronavirus gabon/292/2009,302402,1225483,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Gabon/292/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,9.0,4.0,2009.0,11.0,30.0,,,JX174638.1
hipposideros caffer,bat coronavirus gabon/390/2009,302402,1225484,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Gabon/390/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,9.0,4.0,2009.0,11.0,30.0,,,JX174639.1
hipposideros caffer,bat coronavirus gabon/391/2009,302402,1225485,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,,coronaviridae,nidovirales,pisoniviricetes,Bat coronavirus Gabon/391/2009,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2012.0,9.0,4.0,2009.0,11.0,30.0,,,JX174640.1
hipposideros caffer,coronavirus predict cov-32,302402,2042557,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,,coronaviridae,nidovirales,pisoniviricetes,Coronavirus PREDICT CoV-32,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2013.0,3.0,1.0,,,KX284981.1
hipposideros caffer,coronavirus predict cov-43,302402,2042569,True,True,False,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,Coronavirus PREDICT CoV-43,False,PCR/Sequencing,GenBank,GenBank,Aug2021FlatFile,,,,2017.0,11.0,14.0,2011.0,9.0,27.0,,,KX286324.1
